,morpho_moment_axon_L1_µ_0,morpho_moment_axon_L1_µ_1x,morpho_moment_axon_L1_µ_1y,morpho_moment_axon_L1_µ_2x,morpho_moment_axon_L1_µ_2y,morpho_moment_axon_L23_µ_0,morpho_moment_axon_L23_µ_1x,morpho_moment_axon_L23_µ_1y,morpho_moment_axon_L23_µ_2x,morpho_moment_axon_L23_µ_2y,morpho_moment_axon_L4_µ_0,morpho_moment_axon_L4_µ_1x,morpho_moment_axon_L4_µ_1y,morpho_moment_axon_L4_µ_2x,morpho_moment_axon_L4_µ_2y,morpho_moment_axon_L5_µ_0,morpho_moment_axon_L5_µ_1x,morpho_moment_axon_L5_µ_1y,morpho_moment_axon_L5_µ_2x,morpho_moment_axon_L5_µ_2y,morpho_moment_axon_L6_µ_0,morpho_moment_axon_L6_µ_1x,morpho_moment_axon_L6_µ_1y,morpho_moment_axon_L6_µ_2x,morpho_moment_axon_L6_µ_2y,morpho_moment_dendrites_L1_µ_0,morpho_moment_dendrites_L1_µ_1x,morpho_moment_dendrites_L1_µ_1y,morpho_moment_dendrites_L1_µ_2x,morpho_moment_dendrites_L1_µ_2y,morpho_moment_dendrites_L23_µ_0,morpho_moment_dendrites_L23_µ_1x,morpho_moment_dendrites_L23_µ_1y,morpho_moment_dendrites_L23_µ_2x,morpho_moment_dendrites_L23_µ_2y,morpho_moment_dendrites_L4_µ_0,morpho_moment_dendrites_L4_µ_1x,morpho_moment_dendrites_L4_µ_1y,morpho_moment_dendrites_L4_µ_2x,morpho_moment_dendrites_L4_µ_2y,morpho_moment_dendrites_L5_µ_0,morpho_moment_dendrites_L5_µ_1x,morpho_moment_dendrites_L5_µ_1y,morpho_moment_dendrites_L5_µ_2x,morpho_moment_dendrites_L5_µ_2y,morpho_moment_dendrites_L6_µ_0,morpho_moment_dendrites_L6_µ_1x,morpho_moment_dendrites_L6_µ_1y,morpho_moment_dendrites_L6_µ_2x,morpho_moment_dendrites_L6_µ_2y,morpho_nm_total_length,morpho_nm_total_length_per_neurite,morpho_nm_neurite_lengths,morpho_nm_terminal_path_lengths_per_neurite,morpho_nm_section_lengths,morpho_nm_section_term_lengths,morpho_nm_section_bif_lengths,morpho_nm_neurite_volumes,morpho_nm_neurite_volume_density,morpho_nm_section_volumes,morpho_nm_section_areas,morpho_nm_section_tortuosity,morpho_nm_section_path_distances,morpho_nm_number_of_sections,morpho_nm_number_of_sections_per_neurite,morpho_nm_number_of_neurites,morpho_nm_number_of_bifurcations,morpho_nm_number_of_forking_points,morpho_nm_number_of_terminations,morpho_nm_section_branch_orders,morpho_nm_section_term_branch_orders,morpho_nm_section_bif_branch_orders,morpho_nm_section_radial_distances,morpho_nm_section_bif_radial_distances,morpho_nm_section_term_radial_distances,morpho_nm_section_end_distances,morpho_nm_section_strahler_orders,morpho_nm_local_bifurcation_angles,morpho_nm_remote_bifurcation_angles,morpho_nm_partition,morpho_nm_partition_asymmetry,morpho_nm_partition_pairs,morpho_nm_partition_asymmetry_length,morpho_nm_sibling_ratio,morpho_nm_diameter_power_relation,morpho_nm_number_of_segments,morpho_nm_segment_lengths,morpho_nm_segment_areas,morpho_nm_segment_volumes,morpho_nm_segment_radii,morpho_nm_segment_midpoints,morpho_nm_segment_taper_rates,morpho_nm_segment_path_lengths,morpho_nm_section_taper_rates,morpho_nm_segment_radial_distances,morpho_nm_segment_meander_angles,morpho_nm_principal_direction_extents,morpho_nm_total_area_per_neurite
313862167.0,0.010850210048286997,0.04145322637194327,0.15837204708445854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.930981233117635,9089.629400133617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13260.393726348877,148.99318793650423,,,35.9360237121582,40.280860900878906,29.048511505126953,,,3.443290886667725,33.97723340760069,1.1654322147369385,151.6612645041975,369.0,4.146067415730337,89.0,137.0,139.0,,4.390243902439025,4.1347826086956525,4.868613138686132,100.30281066894531,103.78400421142578,99.00759887695312,30.609912872314453,1.4932249322493225,1.6389327376704488,1.5422699779060243,,0.4061657029930308,5.868613138686132,0.2639071988878463,,,11091.0,1.1955993175506592,1.1304299997659952,0.11455904221263999,0.15109291672706604,279.2960205078125,0.009199264459311962,168.55884494114886,-0.001286241109482944,118.56551361083984,2.9290019467452675,70.32662009441209,140.87190030791743
313862373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17071.05020710826,210.7537062605958,,,38.8862190246582,43.291507720947266,32.36745834350586,,,3.01409054461394,34.077207351516726,1.1335784196853638,300.14325663474534,439.0,5.419753086419753,81.0,176.0,178.0,,10.104783599088838,9.21455938697318,11.448863636363637,92.00959014892578,90.46703338623047,93.33978271484375,33.82722473144531,1.612756264236902,1.6279179746258081,1.6336278142772438,,0.4707455693791845,12.397727272727273,0.14352832668479462,,,14167.0,1.2049870491027832,1.0559676732770413,0.09339914936722805,0.13953755795955658,215.09100341796875,0.005591477733105421,315.06475157477973,0.0009205809910781682,99.40055847167969,3.017599853178528,61.623478553418664,184.69004971994866
321708130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11582.781135961413,150.4257290384599,,,42.42776870727539,48.40904998779297,31.74690818786621,,,3.4759797242729964,41.997748308561164,46.87971115112305,159.3445376564404,273.0,3.5454545454545454,77.0,98.0,98.0,,4.366300366300366,3.9657142857142857,5.081632653061225,82.09468078613281,80.1502685546875,83.18354034423828,36.894832611083984,1.5531135531135531,1.79795096681188,1.619399428352772,,0.3489762179363844,6.081632653061225,0.17769988912918752,,,9652.0,1.2000395059585571,1.187876635747741,0.098315630410954,0.15749603509902954,246.74571228027344,0.019674554467201233,158.3833017151925,-0.003389214864000678,81.1740493774414,3.0124040546570545,72.5397329420137,148.90110763944412
323452196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8678.230211853981,102.09682602181154,,,37.56809616088867,44.04758834838867,23.543987274169922,,,4.2332698275732135,42.660930394856436,1.1230242252349854,80.5479268176215,231.0,2.7176470588235295,85.0,73.0,73.0,,2.4588744588744587,2.259493670886076,2.8904109589041096,51.721641540527344,40.95875549316406,56.694374084472656,33.114688873291016,1.4242424242424243,1.6628372841199885,1.7374213150031277,,0.3192573649414629,3.8904109589041096,0.24929292141475076,,,7177.0,1.2091723680496216,1.3730911134473789,0.1362526585160112,0.17998763918876648,338.47412109375,0.03621068596839905,87.89578834409848,-0.003902848344296217,55.98024368286133,3.0056451352646083,70.77914211004884,115.93735201425692
323475862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4140.262800827622,690.0438001379371,,,39.43107604980469,45.60887908935547,32.52263259887695,,0.0450318134193361,3.0392993569365476,36.32514703721336,1.1408591270446777,179.62125893845445,105.0,17.5,6.0,48.0,49.0,,6.095238095238095,6.678571428571429,5.354166666666667,115.15311431884766,95.61077880859375,131.36090087890625,34.769874572753906,1.7523809523809524,1.4363619006767028,1.2965297776247267,,0.40867921311926825,6.635416666666667,0.19262822814626399,,,3491.0,1.1859818696975708,1.092563861044802,0.09141404539625823,0.14713601768016815,289.2460632324219,0.0164249986410141,166.05848519998784,-0.000986109022051096,112.8568115234375,3.0009458370057582,223.8711335420774,635.690073151234
324266189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19288.370319396257,90.55572919904345,,,38.73167037963867,42.898406982421875,28.18265724182129,,,4.398829509209489,43.989832858736904,1.175096869468689,102.70474873973902,498.0,2.3380281690140845,213.0,141.0,142.0,,3.7329317269076303,3.0252808988764044,5.475177304964539,66.13833618164062,68.3875503540039,64.6581039428711,32.46940994262695,1.4056224899598393,1.538389044829,1.5067062161026374,,0.39164464608235533,6.574468085106383,0.22820676279714805,,,15708.0,1.2279329299926758,1.3946356483098408,0.1394586895585896,0.18051686882972717,266.9944763183594,0.029340263456106186,105.93729629069529,-0.002027573762461543,71.26543426513672,2.9683136850877827,,102.84946837394824
324493977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15639.003269672394,401.00008383775366,,,48.12001037597656,57.18696212768555,36.58024978637695,,,2.778615160430991,39.16331789429359,1.1647791862487793,362.1703438304021,325.0,8.333333333333334,39.0,143.0,143.0,,11.698461538461538,11.23076923076923,12.293706293706293,134.55055236816406,122.41928100585938,144.08226013183594,41.93505096435547,1.7692307692307692,1.753314470543441,1.5032650135466172,,0.40925986385605806,13.293706293706293,0.15719294091328231,,,13274.0,1.1781680583953857,0.9588728578910215,0.06803148464216302,0.12950634956359863,220.12136840820312,0.006343476474285126,358.56249809187227,-0.0010155545314773917,133.22171020507812,3.0007378488594174,107.67225645616772,326.3609824524467
327962063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4380.37146115303,82.64851813496284,,,42.52788543701172,43.84709930419922,38.41191864013672,,,3.6309156161201637,42.44827340600135,1.1094257831573486,78.55860172429131,103.0,1.9433962264150944,53.0,25.0,25.0,,1.3009708737864079,1.1794871794871795,1.68,63.96092224121094,62.151763916015625,64.54077911376953,38.124977111816406,1.2912621359223302,1.3115730739950937,1.295624607103489,,0.29666666666666663,2.68,0.18970348678099902,,,3790.0,1.1557708978652954,1.1536074302950237,0.098676598538358,0.1589764803647995,222.76145935058594,0.01964701898396015,80.67276373591304,-0.002640917431563139,67.21115112304688,3.0136942546921253,58.49037902289802,82.49381435505924
333604946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8040.839395046234,1340.1398991743724,,,43.23031997680664,52.58720016479492,33.24964904785156,,0.00222169954538731,3.604837928430639,42.65096619663989,1.105022668838501,240.4764702896918,186.0,31.0,6.0,90.0,90.0,,7.591397849462366,8.291666666666666,6.844444444444444,103.03797912597656,78.37814331054688,126.15657806396484,38.73516082763672,1.6827956989247312,1.300933458173326,1.3464831096797876,,0.4199492966896035,7.844444444444444,0.08178529212799776,,,6765.0,1.188594102859497,1.1726651459830035,0.09911306055995547,0.15714412927627563,229.35186767578125,0.016423843801021576,238.4535020898028,-0.0012717463541775942,102.6048812866211,3.000409535266377,234.88818072826245,1322.179952095837
333785962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10432.253566503525,153.41549362505182,,,33.87095260620117,37.642086029052734,27.962846755981445,,,5.209246948943768,43.75012911979397,1.08612060546875,170.68198446097313,308.0,4.529411764705882,68.0,120.0,120.0,,4.038961038961039,3.9468085106382977,4.183333333333334,95.32933044433594,93.07929229736328,96.76551818847656,30.936124801635742,1.525974025974026,1.5027021938553589,1.4261302276054508,,0.38408466995675455,5.183333333333334,0.21060975841521098,,,8769.0,1.1896742582321167,1.5366677806929572,0.18296819024685604,0.2063998281955719,240.59933471679688,0.04518378898501396,169.29136823517578,5.4007177823223174e-05,96.37479400634766,3.0235579446021155,84.22588390493736,198.1623495425962
